"MSW05_Order","MSW05_Family","MSW05_Genus","MSW05_Species","MSW05_Binomial","1-1_ActivityCycle","5-1_AdultBodyMass_g","8-1_AdultForearmLen_mm","13-1_AdultHeadBodyLen_mm","2-1_AgeatEyeOpening_d","3-1_AgeatFirstBirth_d","18-1_BasalMetRate_mLO2hr","5-2_BasalMetRateMass_g","6-1_DietBreadth","7-1_DispersalAge_d","9-1_GestationLen_d","12-1_HabitatBreadth","22-1_HomeRange_km2","22-2_HomeRange_Indiv_km2","14-1_InterbirthInterval_d","15-1_LitterSize","16-1_LittersPerYear","17-1_MaxLongevity_m","5-3_NeonateBodyMass_g","13-2_NeonateHeadBodyLen_mm","21-1_PopulationDensity_n/km2","10-1_PopulationGrpSize","23-1_SexualMaturityAge_d","10-2_SocialGrpSize","24-1_TeatNumber","12-2_Terrestriality","6-2_TrophicLevel","25-1_WeaningAge_d","5-4_WeaningBodyMass_g","13-3_WeaningHeadBodyLen_mm","References","5-5_AdultBodyMass_g_EXT","16-2_LittersPerYear_EXT","5-6_NeonateBodyMass_g_EXT","5-7_WeaningBodyMass_g_EXT","26-1_GR_Area_km2","26-2_GR_MaxLat_dd","26-3_GR_MinLat_dd","26-4_GR_MidRangeLat_dd","26-5_GR_MaxLong_dd","26-6_GR_MinLong_dd","26-7_GR_MidRangeLong_dd","27-1_HuPopDen_Min_n/km2","27-2_HuPopDen_Mean_n/km2","27-3_HuPopDen_5p_n/km2","27-4_HuPopDen_Change","28-1_Precip_Mean_mm","28-2_Temp_Mean_01degC","30-1_AET_Mean_mm","30-2_PET_Mean_mm"
"Rodentia","Ctenomyidae","Ctenomys","sericeus","Ctenomys sericeus",0,400,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"2151;2655",0,0,0,0,237055.24,40.23,48,44.61,64.84,71.81,68.33,0,1.51,0,0.07,11.71,5.26,230.7,561.42
"Rodentia","Ctenomyidae","Ctenomys","sociabilis","Ctenomys sociabilis",0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2655",0,0,0,0,1076.67,40.35,41.3,40.82,70.78,71.11,70.05,0,3.4,0,0.08,60.81,62.04,630.56,867.27
"Rodentia","Ctenomyidae","Ctenomys","steinbachi","Ctenomys steinbachi",0,384,0,106.6,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"890;1779;2151;2655",0,0,0,0,10311.11,16.22,18.34,17.28,62.48,64.14,63.31,1,26,1,0.04,87.36,222.8,1268.7,1457.21
"Rodentia","Ctenomyidae","Ctenomys","sylvanus","Ctenomys sylvanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,33278.04,21.04,23.6,22.36,63.07,65.27,64.17,3,8.31,3,0.13,71.04,153.37,856.38,1512.02
"Rodentia","Ctenomyidae","Ctenomys","talarum","Ctenomys talarum",1,140.84,0,0,2.5,0,0,0,4,0,102.67,1,2.04005,1.87005,0,4.34,1.5,36,8,0,5187.48,0,213.2,1,0,1,1,34.8,0,0,"230;245;512;543;740;890;1297;1627;1849;1865;1866;1867;2151;2414;2655;2917",0,0,0,0,216303.6,34.86,30.01,36.03,56.66,64.15,60.4,1,70.8,3,0.06,67.75,145.36,747.06,21.01
"Rodentia","Ctenomyidae","Ctenomys","torquatus","Ctenomys torquatus",3,200.4,0,187,0,0,0,0,3,0,107,2,0,0,0,2.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"890;1297;1779;2151;2655",0,0,0,0,450331.26,27.18,34.07,31.08,51.11,50.82,55.46,3,25.03,4,0.05,113.3,170.4,1042.72,1150.04
"Rodentia","Ctenomyidae","Ctenomys","tuconax","Ctenomys tuconax",0,248,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"2151;2655",0,0,0,0,2421.07,26.78,27.54,27.16,65.4,65.83,65.61,17,77.16,17,0.07,71.26,134,770.1,1270.86
"Rodentia","Ctenomyidae","Ctenomys","tucumanus","Ctenomys tucumanus",0,217,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"2151;2655",0,0,0,0,5165.21,26.35,27.57,26.06,65.04,65.68,65.36,5,57,5,0.1,68.36,146.32,762.27,1245
"Rodentia","Ctenomyidae","Ctenomys","tulduco","Ctenomys tulduco",0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"2151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Ctenomyidae","Ctenomys","validus","Ctenomys validus",0,232.6,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"2151;2655",0,0,0,0,3401.05,33.03,33.72,33.37,68.21,68.86,68.53,2,10.04,2,0.04,26,154.02,345,62
"Rodentia","Ctenomyidae","Ctenomys","viperinus","Ctenomys viperinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodentia","Ctenomyidae","Ctenomys","yolandae","Ctenomys yolandae",0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"2151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
